time_of_day,lane_A_cars,lane_B_cars,lane_C_cars,lane_D_cars,signal_duration_A,signal_duration_B
night,24,22,49,59,52,48
morning,112,107,86,14,51,49
evening,165,68,26,76,70,30
evening,131,133,10,12,49,51
afternoon,95,148,55,20,39,61
afternoon,139,91,15,22,60,40
afternoon,163,125,14,93,56,44
evening,183,168,72,55,52,48
night,6,29,83,11,17,83
morning,40,88,27,52,31,69
night,40,0,77,90,100,0
morning,113,110,15,78,50,50
evening,179,123,76,27,59,41
morning,37,42,98,81,46,54
afternoon,142,108,93,54,56,44
night,48,37,49,29,56,44
evening,131,73,44,51,64,36
night,29,10,94,88,74,26
morning,44,117,68,14,27,73
night,20,5,66,39,80,20
morning,45,85,16,61,34,66
morning,89,85,47,14,51,49
afternoon,131,113,29,15,53,47
evening,137,60,81,18,69,31
evening,110,70,38,44,61,39
night,7,7,58,41,50,50
morning,51,93,74,52,35,65
evening,199,72,38,49,73,27
afternoon,85,54,85,35,61,39
night,15,9,28,78,62,38
afternoon,166,44,58,35,79,21
night,48,40,64,18,54,46
night,30,19,16,20,61,39
afternoon,75,126,97,43,37,63
morning,32,28,84,62,53,47
evening,132,133,16,52,49,51
evening,139,94,30,70,59,41
afternoon,70,80,27,73,46,54
morning,92,46,25,41,66,34
morning,147,108,93,35,57,43
night,23,40,52,58,36,64
evening,200,92,29,38,68,32
afternoon,141,106,18,41,57,43
night,10,12,23,15,45,55
night,38,45,53,91,45,55
afternoon,158,149,97,89,51,49
afternoon,147,136,20,38,51,49
night,40,28,62,84,58,42
evening,94,138,35,41,40,60
morning,81,100,30,40,44,56
morning,111,77,96,24,59,41
morning,55,85,95,21,39,61
night,31,45,42,44,40,60
evening,194,159,67,21,54,46
night,19,46,36,20,29,71
night,18,41,99,92,30,70
afternoon,59,90,20,17,39,61
night,42,9,23,49,82,18
afternoon,168,90,100,67,65,35
evening,78,117,48,77,40,60
afternoon,152,124,58,31,55,45
morning,126,116,13,56,52,48
night,30,24,64,64,55,45
evening,124,172,83,75,41,59
morning,69,57,75,46,54,46
morning,107,111,26,48,49,51
evening,195,107,96,96,64,36
evening,88,140,100,75,38,62
evening,171,153,95,76,52,48
afternoon,105,131,88,38,44,56
evening,159,172,44,15,48,52
evening,96,67,22,41,58,42
night,27,15,96,79,64,36
morning,68,114,36,36,37,63
morning,110,47,37,74,70,30
night,46,46,95,14,50,50
night,12,37,73,26,24,76
evening,182,127,64,52,58,42
evening,118,153,20,14,43,57
afternoon,180,57,73,45,75,25
evening,138,120,96,19,53,47
morning,87,83,97,69,51,49
night,34,28,18,28,54,46
morning,113,70,39,75,61,39
evening,177,87,64,57,67,33
afternoon,72,116,87,74,38,62
morning,100,105,74,81,48,52
morning,142,83,86,47,63,37
night,32,42,32,43,43,57
morning,81,26,39,80,75,25
evening,142,129,60,11,52,48
evening,121,119,99,53,50,50
afternoon,136,112,32,47,54,46
afternoon,81,98,18,94,45,55
night,12,28,99,89,30,70
night,42,22,63,98,65,35
night,30,15,77,25,66,34
night,43,34,81,52,55,45
evening,166,147,80,46,53,47
night,48,39,31,10,55,45
afternoon,117,124,33,69,48,52
morning,62,108,28,40,36,64
evening,189,163,12,60,53,47
evening,173,145,36,70,54,46
evening,97,103,64,81,48,52
afternoon,166,70,31,18,70,30
night,15,23,37,38,39,61
evening,124,86,98,59,59,41
evening,83,162,78,87,33,67
morning,107,24,51,14,81,19
evening,100,90,80,73,52,48
afternoon,176,110,84,48,61,39
night,26,24,40,14,52,48
night,26,50,33,36,34,66
night,9,45,40,12,16,84
night,43,28,67,12,60,40
night,43,39,79,54,52,48
evening,92,159,78,27,36,64
evening,119,111,18,41,51,49
night,20,2,51,59,90,10
night,38,16,17,39,70,30
evening,91,141,93,51,39,61
morning,81,81,24,62,50,50
evening,86,172,39,55,33,67
evening,110,163,21,68,40,60
morning,72,51,19,94,58,42
night,19,11,83,86,63,37
afternoon,151,143,34,16,51,49
afternoon,153,69,99,26,68,32
night,33,13,54,88,71,29
morning,42,51,64,64,45,55
night,37,14,20,92,72,28
afternoon,102,140,88,51,42,58
afternoon,148,50,66,85,74,26
night,40,26,92,30,60,40
evening,151,60,70,84,71,29
afternoon,135,46,99,35,74,26
night,12,47,91,28,20,80
night,20,43,59,31,31,69
evening,123,78,15,93,61,39
afternoon,91,128,92,17,41,59
morning,123,101,77,95,54,46
night,6,30,97,36,16,84
morning,39,113,78,83,25,75
evening,81,113,83,72,41,59
evening,120,75,43,80,61,39
afternoon,166,109,16,16,60,40
morning,94,88,11,40,51,49
morning,59,91,82,54,39,61
evening,133,142,82,25,48,52
evening,184,153,98,59,54,46
evening,155,112,92,58,58,42
afternoon,128,97,24,49,56,44
evening,129,141,82,96,47,53
morning,77,78,34,78,49,51
morning,85,42,60,35,66,34
afternoon,123,108,64,60,53,47
afternoon,138,42,55,48,76,24
night,27,21,93,82,56,44
evening,153,138,69,65,52,48
evening,143,146,26,50,49,51
afternoon,117,113,12,42,50,50
afternoon,157,145,16,75,51,49
afternoon,121,137,42,20,46,54
morning,102,101,61,57,50,50
night,1,28,22,95,3,97
afternoon,135,56,54,42,70,30
morning,79,52,69,84,60,40
night,9,45,83,96,16,84
night,17,11,27,35,60,40
afternoon,88,77,30,61,53,47
morning,77,82,100,12,48,52
night,42,25,87,76,62,38
afternoon,71,64,36,90,52,48
night,47,38,61,29,55,45
morning,47,88,73,52,34,66
morning,111,47,71,74,70,30
afternoon,129,141,21,59,47,53
afternoon,54,137,97,25,28,72
night,48,25,100,82,65,35
night,39,2,13,87,95,5
afternoon,148,108,58,35,57,43
morning,97,117,11,82,45,55
night,6,6,56,14,50,50
morning,119,82,93,26,59,41
evening,132,74,30,68,64,36
night,5,3,36,48,62,38
night,0,36,17,73,0,100
afternoon,88,101,15,54,46,54
night,37,12,20,29,75,25
afternoon,61,61,35,99,50,50
night,48,0,67,16,100,0
evening,132,71,39,80,65,35
night,33,5,89,13,86,14
afternoon,155,144,52,26,51,49
afternoon,72,42,88,60,63,37
night,17,34,62,66,33,67
night,40,4,31,98,90,10
afternoon,94,40,66,38,70,30
night,1,16,100,29,5,95
night,16,12,47,30,57,43
afternoon,57,124,70,64,31,69
evening,83,79,14,82,51,49
afternoon,103,123,82,16,45,55
evening,184,172,85,17,51,49
evening,172,122,67,94,58,42
morning,128,56,59,92,69,31
afternoon,178,68,68,53,72,28
night,20,28,67,11,41,59
evening,176,80,75,13,68,32
night,16,28,35,86,36,64
afternoon,135,60,88,80,69,31
night,24,41,17,36,36,64
morning,44,46,44,65,48,52
night,45,37,17,53,54,46
night,43,23,28,33,65,35
morning,148,96,91,65,60,40
afternoon,74,45,81,94,62,38
morning,148,21,90,57,87,13
morning,58,83,67,26,41,59
morning,53,114,57,46,31,69
afternoon,124,92,21,85,57,43
night,27,45,50,11,37,63
afternoon,75,106,24,93,41,59
night,48,43,42,38,52,48
morning,36,34,79,15,51,49
evening,113,128,42,20,46,54
evening,180,144,57,71,55,45
night,35,15,55,46,70,30
morning,146,119,87,88,55,45
afternoon,141,120,62,13,54,46
evening,188,79,76,58,70,30
afternoon,149,150,30,100,49,51
morning,31,26,75,53,54,46
afternoon,119,127,62,70,48,52
afternoon,96,143,14,11,40,60
morning,45,68,58,40,39,61
afternoon,81,73,64,94,52,48
morning,143,47,49,17,75,25
evening,163,173,74,34,48,52
evening,165,123,20,33,57,43
night,20,31,39,27,39,61
morning,39,99,10,81,28,72
morning,119,99,68,20,54,46
night,43,12,15,20,78,22
morning,121,101,95,30,54,46
night,5,12,65,42,29,71
afternoon,165,149,74,34,52,48
evening,144,148,82,70,49,51
evening,139,60,34,63,69,31
afternoon,147,105,91,79,58,42
evening,137,96,78,98,58,42
morning,68,27,12,88,71,29
night,28,37,38,48,43,57
afternoon,65,44,11,15,59,41
evening,179,157,64,87,53,47
night,39,46,99,67,45,55
afternoon,176,75,83,42,70,30
evening,163,118,98,51,58,42
afternoon,119,53,43,95,69,31
morning,114,67,68,34,62,38
evening,175,163,15,86,51,49
afternoon,97,130,86,31,42,58
afternoon,146,94,42,20,60,40
morning,103,82,21,60,55,45
evening,109,149,14,57,42,58
afternoon,58,67,86,41,46,54
morning,85,34,88,24,71,29
evening,161,124,52,50,56,44
evening,190,66,76,75,74,26
evening,91,98,40,90,48,52
night,11,33,51,87,25,75
afternoon,80,118,13,94,40,60
night,38,4,22,45,90,10
night,5,40,78,48,11,89
afternoon,112,66,87,43,62,38
afternoon,172,147,71,93,53,47
evening,75,63,89,58,54,46
night,38,30,84,85,55,45
evening,93,101,90,43,47,53
night,16,24,36,37,40,60
afternoon,164,52,87,12,75,25
morning,129,34,87,83,79,21
afternoon,90,95,39,64,48,52
afternoon,112,118,62,46,48,52
evening,176,114,69,55,60,40
night,25,0,62,14,100,0
evening,153,134,88,96,53,47
night,0,28,32,26,0,100
evening,149,70,35,36,68,32
night,4,33,55,43,10,90
afternoon,95,88,84,32,51,49
night,42,8,60,49,84,16
night,41,6,24,80,87,13
evening,199,118,99,72,62,38
morning,59,29,68,25,67,33
afternoon,180,124,63,48,59,41
night,6,8,52,12,42,58
morning,39,66,21,64,37,63
evening,134,60,44,66,69,31
evening,136,170,13,27,44,56
evening,200,158,20,69,55,45
morning,121,72,16,20,62,38
evening,195,77,28,36,71,29
morning,57,80,40,46,41,59
night,33,44,14,85,42,58
evening,154,157,80,92,49,51
morning,67,111,98,18,37,63
afternoon,138,136,13,25,50,50
night,50,20,59,50,71,29
night,25,31,49,89,44,56
afternoon,96,125,16,100,43,57
morning,33,35,74,50,48,52
afternoon,178,150,24,99,54,46
evening,197,166,67,93,54,46
morning,145,36,68,79,80,20
night,35,21,67,42,62,38
morning,134,94,85,37,58,42
night,38,37,80,29,50,50
night,15,50,61,32,23,77
morning,95,48,72,52,66,34
night,43,37,86,53,53,47
morning,99,74,39,79,57,43
evening,200,75,92,10,72,28
evening,126,109,96,35,53,47
afternoon,179,91,44,17,66,34
morning,127,100,49,88,55,45
night,5,28,100,95,15,85
night,20,16,56,98,55,45
night,43,15,73,18,74,26
afternoon,65,141,89,53,31,69
night,39,16,92,94,70,30
night,19,39,66,11,32,68
night,25,44,96,27,36,64
night,4,18,41,57,18,82
evening,134,125,67,93,51,49
morning,144,43,91,100,77,23
afternoon,92,113,64,65,44,56
evening,187,113,81,11,62,38
night,2,30,60,53,6,94
evening,176,133,81,18,56,44
afternoon,170,54,59,51,75,25
morning,47,75,11,50,38,62
afternoon,164,128,57,96,56,44
night,48,19,67,15,71,29
morning,115,60,18,23,65,35
afternoon,96,104,86,73,48,52
evening,73,179,38,80,28,72
evening,161,86,50,97,65,35
afternoon,68,84,77,89,44,56
night,3,26,33,75,10,90
morning,92,35,77,27,72,28
morning,65,68,86,70,48,52
morning,104,101,29,73,50,50
morning,93,105,31,20,46,54
evening,111,101,60,40,52,48
afternoon,152,130,28,79,53,47
morning,118,28,98,98,80,20
morning,109,45,28,28,70,30
morning,64,40,60,93,61,39
morning,131,91,30,77,59,41
night,29,8,51,85,78,22
night,39,22,86,32,63,37
night,10,7,97,96,58,42
evening,168,106,48,69,61,39
morning,72,105,75,74,40,60
evening,142,103,51,78,57,43
afternoon,180,50,66,24,78,22
night,35,46,14,54,43,57
afternoon,94,121,84,48,43,57
morning,125,31,25,15,80,20
night,36,28,13,62,56,44
afternoon,147,120,96,68,55,45
afternoon,120,49,18,70,71,29
night,24,50,55,13,32,68
afternoon,173,77,83,74,69,31
evening,130,150,76,11,46,54
afternoon,140,57,43,69,71,29
morning,123,24,35,21,83,17
afternoon,141,54,50,28,72,28
afternoon,98,118,86,22,45,55
afternoon,64,48,16,26,57,43
evening,180,157,51,68,53,47
afternoon,96,137,83,66,41,59
morning,115,21,35,80,84,16
evening,172,90,91,73,65,35
evening,196,106,83,26,64,36
morning,119,102,19,48,53,47
afternoon,66,95,93,36,40,60
night,23,41,13,77,35,65
night,48,24,31,65,66,34
morning,116,114,48,34,50,50
morning,140,93,44,63,60,40
afternoon,114,142,22,32,44,56
night,26,13,49,70,66,34
morning,60,104,32,27,36,64
afternoon,71,79,16,14,47,53
night,24,24,21,64,50,50
night,42,37,15,79,53,47
night,28,28,95,59,50,50
morning,80,96,56,88,45,55
morning,98,88,78,82,52,48
morning,114,111,14,68,50,50
evening,84,62,64,39,57,43
morning,66,66,98,64,50,50
night,30,0,65,75,100,0
afternoon,110,104,33,59,51,49
morning,40,97,91,71,29,71
afternoon,54,149,21,17,26,74
morning,139,43,54,35,76,24
night,49,1,72,88,98,2
evening,144,114,69,94,55,45
night,1,3,19,61,25,75
night,6,28,73,83,17,83
afternoon,85,42,61,79,66,34
night,26,28,70,47,48,52
night,49,8,52,21,85,15
afternoon,145,54,63,51,72,28
afternoon,124,114,69,72,52,48
evening,151,67,83,28,69,31
evening,120,86,91,14,58,42
morning,66,78,75,40,45,55
night,46,50,19,78,47,53
afternoon,113,48,24,61,70,30
night,49,47,91,23,51,49
evening,190,68,79,67,73,27
morning,134,51,74,95,72,28
night,6,36,22,21,14,86
morning,79,103,71,36,43,57
night,23,9,46,89,71,29
evening,192,132,78,75,59,41
afternoon,151,148,61,87,50,50
afternoon,174,123,16,95,58,42
night,1,36,43,45,2,98
evening,141,120,50,45,54,46
evening,134,157,24,25,46,54
morning,60,38,61,94,61,39
evening,164,180,97,36,47,53
night,20,12,53,42,62,38
night,1,23,53,59,4,96
evening,111,132,100,40,45,55
evening,125,68,30,54,64,36
afternoon,152,63,70,78,70,30
afternoon,61,119,91,55,33,67
evening,179,147,99,88,54,46
evening,157,173,96,57,47,53
night,19,18,38,24,51,49
night,46,11,23,19,80,20
evening,82,78,44,60,51,49
morning,88,24,71,31,78,22
morning,77,80,53,52,49,51
morning,111,87,56,39,56,44
afternoon,159,84,68,28,65,35
morning,128,62,45,19,67,33
evening,171,61,36,16,73,27
afternoon,142,84,27,17,62,38
night,43,3,65,20,93,7
night,44,23,25,93,65,35
afternoon,67,90,77,48,42,58
night,36,11,75,77,76,24
night,29,49,42,60,37,63
morning,82,107,100,89,43,57
morning,33,36,85,52,47,53
night,31,2,61,28,93,7
evening,191,101,64,52,65,35
morning,98,64,37,23,60,40
morning,104,88,54,99,54,46
morning,120,61,72,33,66,34
evening,174,71,66,44,71,29
afternoon,120,95,34,24,55,45
afternoon,52,137,50,80,27,73
evening,106,136,42,62,43,57
morning,73,111,73,75,39,61
evening,85,143,49,25,37,63
night,50,4,34,51,92,8
night,31,36,44,15,46,54
afternoon,168,105,89,15,61,39
afternoon,138,143,99,35,49,51
afternoon,171,141,82,67,54,46
evening,183,109,69,53,62,38
night,47,18,62,99,72,28
evening,85,164,83,13,34,66
morning,33,28,72,92,54,46
evening,125,100,72,29,55,45
evening,148,82,10,46,64,36
evening,95,169,54,89,35,65
afternoon,103,41,63,45,71,29
evening,150,155,80,49,49,51
morning,144,98,44,19,59,41
night,25,21,70,76,54,46
night,1,36,72,45,2,98
evening,152,67,33,76,69,31
night,24,35,53,74,40,60
night,1,3,36,86,25,75
evening,144,122,95,51,54,46
morning,32,110,59,46,22,78
morning,65,31,77,47,67,33
night,23,50,87,79,31,69
afternoon,86,103,95,47,45,55
night,22,12,51,64,64,36
afternoon,154,141,51,16,52,48
evening,127,87,60,43,59,41
afternoon,60,52,27,60,53,47
night,4,41,70,59,8,92
afternoon,89,149,41,61,37,63
evening,188,138,20,40,57,43
night,18,47,90,100,27,73
night,11,45,19,54,19,81
morning,72,30,34,96,70,30
morning,142,119,74,33,54,46
morning,65,72,69,48,47,53
night,3,4,22,15,42,58
afternoon,137,71,46,25,65,35
morning,84,25,88,99,77,23
night,23,5,26,50,82,18
afternoon,73,46,79,38,61,39
morning,34,33,94,12,50,50
afternoon,148,46,70,57,76,24
evening,119,85,11,18,58,42
morning,118,20,30,72,85,15
afternoon,69,121,58,86,36,64
night,23,21,70,25,52,48
morning,58,81,55,64,41,59
evening,74,81,56,10,47,53
afternoon,79,134,57,33,37,63
evening,172,140,96,30,55,45
afternoon,96,43,66,28,69,31
evening,187,124,77,66,60,40
morning,130,36,27,77,78,22
morning,124,36,47,73,77,23
night,34,16,81,31,68,32
evening,125,60,28,27,67,33
night,34,30,36,22,53,47
evening,197,156,47,25,55,45
evening,198,77,17,82,72,28
afternoon,88,87,56,29,50,50
evening,174,62,32,61,73,27
night,4,6,69,28,40,60
evening,191,131,75,81,59,41
afternoon,159,66,20,38,70,30
evening,118,71,63,46,62,38
night,12,24,31,93,33,67
morning,71,112,60,51,38,62
afternoon,151,40,96,45,79,21
evening,185,122,58,46,60,40
morning,43,62,36,65,40,60
morning,109,30,43,87,78,22
afternoon,150,56,82,17,72,28
afternoon,135,95,94,71,58,42
night,42,47,38,38,47,53
night,11,22,76,37,33,67
evening,175,69,18,97,71,29
night,8,27,24,53,22,78
night,33,4,34,34,89,11
morning,148,37,28,50,80,20
morning,128,90,98,30,58,42
afternoon,134,96,30,78,58,42
morning,41,119,51,30,25,75
morning,87,79,75,58,52,48
afternoon,120,128,21,76,48,52
night,23,24,57,58,48,52
night,48,42,33,86,53,47
afternoon,82,125,36,32,39,61
morning,137,70,60,20,66,34
evening,109,124,49,67,46,54
evening,116,116,59,78,50,50
evening,196,129,74,11,60,40
evening,134,112,79,19,54,46
night,40,11,64,87,78,22
morning,113,39,57,44,74,26
afternoon,59,71,60,51,45,55
afternoon,92,130,12,44,41,59
afternoon,162,112,40,60,59,41
evening,94,80,82,42,54,46
morning,127,68,20,67,65,35
afternoon,76,139,15,62,35,65
morning,96,109,58,87,46,54
evening,134,147,78,62,47,53
afternoon,70,90,74,98,43,57
morning,100,55,47,96,64,36
afternoon,90,131,16,96,40,60
morning,138,38,89,54,78,22
evening,167,63,98,77,72,28
morning,124,62,39,38,66,34
afternoon,94,104,57,19,47,53
morning,93,57,17,28,62,38
morning,53,27,49,21,66,34
afternoon,125,146,15,47,46,54
morning,46,40,68,43,53,47
morning,139,108,52,28,56,44
evening,90,92,67,12,49,51
evening,99,102,81,81,49,51
afternoon,134,129,60,68,50,50
morning,36,53,96,91,40,60
evening,170,162,65,85,51,49
afternoon,97,45,81,25,68,32
afternoon,130,44,60,79,74,26
morning,121,45,86,41,72,28
night,33,34,13,37,49,51
afternoon,175,57,58,94,75,25
morning,109,24,90,39,81,19
evening,196,82,78,40,70,30
evening,113,114,51,82,49,51
night,26,18,55,29,59,41
night,16,16,30,38,50,50
afternoon,138,76,50,36,64,36
night,26,44,64,58,37,63
afternoon,176,62,42,29,73,27
evening,144,152,77,40,48,52
afternoon,151,141,39,87,51,49
evening,160,76,57,11,67,33
morning,48,58,29,79,45,55
evening,160,143,38,59,52,48
evening,106,91,25,47,53,47
morning,125,47,74,84,72,28
night,2,27,73,75,6,94
evening,177,100,29,68,63,37
evening,184,84,96,85,68,32
evening,77,145,96,77,34,66
afternoon,139,61,83,39,69,31
evening,100,153,79,47,39,61
night,4,41,64,60,8,92
evening,188,134,42,52,58,42
night,4,50,13,13,7,93
evening,144,132,47,69,52,48
morning,74,109,49,56,40,60
evening,169,90,78,80,65,35
afternoon,124,89,79,91,58,42
afternoon,78,128,100,34,37,63
morning,87,32,40,68,73,27
morning,147,38,70,58,79,21
evening,193,121,77,83,61,39
morning,43,27,40,31,61,39
evening,121,108,65,19,52,48
night,2,8,36,31,20,80
afternoon,79,85,44,84,48,52
afternoon,177,107,53,38,62,38
morning,145,58,86,57,71,29
afternoon,175,54,36,72,76,24
afternoon,129,143,75,35,47,53
night,29,38,17,56,43,57
evening,107,144,12,38,42,58
morning,134,43,93,39,75,25
morning,107,66,55,82,61,39
afternoon,140,119,13,89,54,46
evening,177,98,55,66,64,36
afternoon,113,61,48,58,64,36
afternoon,50,61,41,83,45,55
morning,66,78,45,27,45,55
night,20,27,97,31,42,58
night,3,44,75,51,6,94
afternoon,127,90,20,75,58,42
night,40,16,32,14,71,29
afternoon,164,98,35,92,62,38
morning,106,52,54,35,67,33
evening,82,125,38,37,39,61
morning,145,50,43,24,74,26
night,47,4,30,29,92,8
evening,117,132,33,98,46,54
evening,108,179,57,56,37,63
night,29,46,95,64,38,62
afternoon,66,77,47,91,46,54
evening,169,127,83,74,57,43
afternoon,158,80,85,77,66,34
afternoon,115,95,35,75,54,46
morning,87,113,78,55,43,57
evening,109,115,82,71,48,52
morning,108,68,13,67,61,39
night,21,26,97,21,44,56
evening,88,135,19,41,39,61
morning,97,41,67,44,70,30
afternoon,99,132,22,21,42,58
morning,71,84,83,50,45,55
evening,109,122,58,67,47,53
morning,144,62,88,39,69,31
evening,184,148,24,93,55,45
evening,138,120,67,51,53,47
afternoon,62,59,91,77,51,49
evening,103,136,43,55,43,57
afternoon,164,52,23,15,75,25
night,48,17,86,15,73,27
night,7,15,17,37,31,69
night,43,37,34,86,53,47
morning,54,48,11,24,52,48
evening,168,139,48,86,54,46
afternoon,149,115,40,34,56,44
evening,154,108,100,74,58,42
morning,54,57,97,80,48,52
morning,137,76,97,18,64,36
night,7,8,43,67,46,54
afternoon,153,82,79,12,65,35
afternoon,128,73,24,33,63,37
night,3,36,38,66,7,93
afternoon,85,127,82,11,40,60
night,24,5,32,30,82,18
afternoon,70,76,38,98,47,53
evening,133,114,33,10,53,47
afternoon,164,41,90,79,80,20
morning,132,33,79,98,80,20
afternoon,61,57,32,17,51,49
night,19,9,14,81,67,33
morning,53,97,54,83,35,65
evening,164,107,25,21,60,40
afternoon,140,116,19,68,54,46
morning,145,36,69,58,80,20
afternoon,82,104,42,48,44,56
afternoon,58,87,14,91,40,60
morning,83,116,29,64,41,59
night,1,26,16,89,3,97
evening,134,113,42,89,54,46
morning,95,22,33,10,81,19
morning,66,41,76,15,61,39
morning,124,28,74,98,81,19
evening,89,163,36,93,35,65
night,5,27,73,45,15,85
morning,135,87,42,74,60,40
afternoon,173,87,61,91,66,34
evening,82,86,91,89,48,52
evening,129,143,80,59,47,53
evening,176,178,87,23,49,51
morning,130,47,47,80,73,27
morning,63,44,43,35,58,42
morning,113,102,50,34,52,48
evening,110,112,98,62,49,51
night,47,10,80,25,82,18
afternoon,128,144,42,89,47,53
afternoon,168,48,72,85,77,23
night,41,25,45,97,62,38
evening,130,112,97,23,53,47
morning,58,91,28,29,38,62
night,29,47,31,52,38,62
night,11,38,92,46,22,78
night,15,10,81,32,60,40
evening,158,100,46,44,61,39
evening,98,135,76,94,42,58
morning,98,24,70,79,80,20
night,9,5,93,55,64,36
afternoon,74,87,46,55,45,55
evening,184,175,11,19,51,49
night,12,14,38,59,46,54
morning,51,65,53,42,43,57
night,10,6,17,70,62,38
night,16,48,42,59,25,75
evening,132,164,54,60,44,56
morning,91,52,69,59,63,37
morning,50,22,12,38,69,31
afternoon,148,143,26,79,50,50
afternoon,101,48,69,15,67,33
night,8,44,84,23,15,85
morning,130,63,47,15,67,33
morning,50,114,63,66,30,70
afternoon,131,146,41,15,47,53
evening,139,124,81,71,52,48
afternoon,155,40,21,84,79,21
night,24,43,41,24,35,65
night,44,16,88,52,73,27
morning,91,50,83,39,64,36
night,38,22,82,88,63,37
night,20,47,75,35,29,71
evening,120,164,88,18,42,58
evening,137,61,85,33,69,31
morning,139,54,78,98,72,28
afternoon,147,78,27,34,65,35
morning,110,38,48,11,74,26
night,15,37,49,89,28,72
night,3,9,39,47,25,75
evening,169,168,47,11,50,50
evening,153,86,36,57,64,36
afternoon,74,58,24,41,56,44
evening,70,66,12,87,51,49
morning,39,115,87,46,25,75
evening,77,89,56,26,46,54
afternoon,115,139,69,27,45,55
morning,135,57,84,84,70,30
afternoon,176,59,46,21,74,26
